enrolment_no,standards,assessments
9646,CBSE-5|CBSE-6|CBSE-7|CBSE-8,113
9653,CBSE-5|CBSE-6|CBSE-7|CBSE-8,92
9654,CBSE-5|CBSE-6|CBSE-7|CBSE-8,115
9657,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9661,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9662,CBSE-5,19
9663,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9666,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9667,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9668,CBSE-5|CBSE-6|CBSE-7,82
9669,CBSE-11|CBSE-12,25
9670,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9671,CBSE-8,42
9672,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9678,CBSE-4|CBSE-5,36
9683,CBSE-3|CBSE-4|CBSE-5,38
9685,CBSE-10|CBSE-8|CBSE-9,107
9690,CBSE-4,17
9699,CBSE-5|CBSE-6|CBSE-7|CBSE-8,116
9700,CBSE-11|CBSE-12,33
9704,CBSE-3|CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9706,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7|CBSE-8,94
9716,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
9722,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9724,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7,105
9727,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
9732,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
9733,CBSE-11|CBSE-12,39
9734,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9737,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9738,CBSE-4|CBSE-5,18
9739,CBSE-4|CBSE-5,36
9742,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9743,CBSE-4|CBSE-5,36
9750,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9753,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9756,CBSE-4|CBSE-5|CBSE-6|CBSE-7,104
9758,CBSE-11|CBSE-12,30
9760,CBSE-11|CBSE-12,36
9761,CBSE-4|CBSE-5|CBSE-6|CBSE-7,105
9762,CBSE-4|CBSE-5,33
9764,CBSE-4|CBSE-5|CBSE-6|CBSE-7,103
9765,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9767,CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9771,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7|CBSE-8,110
9776,CBSE-10|CBSE-9,56
9779,CBSE-11|CBSE-12,30
9784,CBSE-4,17
9785,CBSE-11,19
9786,CBSE-10|CBSE-9,60
9791,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
9794,CBSE-4|CBSE-5|CBSE-6|CBSE-7,56
9798,CBSE-4|CBSE-5|CBSE-6|CBSE-7,107
9799,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9803,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9805,CBSE-10|CBSE-11|CBSE-12|CBSE-9,71
9806,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9814,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
9815,CBSE-6|CBSE-7|CBSE-8|CBSE-9,118
9816,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
9819,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
9824,CBSE-5|CBSE-6,61
9825,CBSE-5|CBSE-6|CBSE-7,82
9826,CBSE-11|CBSE-12,30
9828,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9837,CBSE-11|CBSE-12,30
9841,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
9842,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
9846,CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9847,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
9850,CBSE-11|CBSE-12,30
9853,CBSE-4|CBSE-5,36
9856,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
9858,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9859,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7,108
9866,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7|CBSE-8,110
9867,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9873,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9876,CBSE-3|CBSE-4|CBSE-5|CBSE-6|CBSE-7,68
9877,CBSE-3|CBSE-4|CBSE-5|CBSE-6|CBSE-7,100
9881,CBSE-4,17
9883,CBSE-6,42
9884,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
9885,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
9886,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9887,CBSE-3|CBSE-4|CBSE-5|CBSE-6|CBSE-7,110
9888,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9889,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
9890,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9891,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
9892,CBSE-11|CBSE-12,32
9897,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
9898,CBSE-11|CBSE-12,30
9907,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9912,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9914,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
9915,CBSE-4|CBSE-5|CBSE-6|CBSE-7,88
9916,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9918,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
9926,CBSE-3|CBSE-4|CBSE-5,38
9927,CBSE-10|CBSE-9,60
9928,CBSE-10|CBSE-11|CBSE-12|CBSE-9,82
9929,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9930,CBSE-4,17
9939,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9940,CBSE-11|CBSE-12,25
9945,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9956,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9957,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9958,CBSE-2|CBSE-4|CBSE-5|CBSE-6|CBSE-7|CBSE-8,96
9961,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9967,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9968,CBSE-4|CBSE-5|CBSE-6|CBSE-7,93
9971,CBSE-6|CBSE-7|CBSE-8,111
9972,CBSE-4|CBSE-5|CBSE-6,64
9975,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9978,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9979,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
9980,CBSE-3|CBSE-4,19
9982,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9985,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9987,CBSE-10|CBSE-7|CBSE-8|CBSE-9,121
9988,CBSE-4|CBSE-5,36
9989,CBSE-4|CBSE-5,36
9991,CBSE-9,30
9992,CBSE-11|CBSE-12,40
9993,CBSE-5,19
